code	product_name_fr	generic_name_fr	quantity	packaging	brands	categories	allergens	energy.kcal_value	fat_value	saturated.fat_value	sugars_value	proteins_value	salt_value	off.nutriscore_score	Sandwich
2000000034071	Hawaii & Fish Burger	Recette inspirée d'Hawaii avec une préparation de poisson pané	230 g	Carton	McDonald's	Sandwichs, Hamburgers, Burgers au poisson	Œufs, Poisson, Gluten, Lait, Graines de sésame	NA	12	3,5	4	11	1,2	10	Oui
2000000003765	Caricamento…	Pain spécial, préparation de poisson panée, fromage fondu, sauce.	137 g	Carton	McDonald's	Sandwichs, Hamburgers, Burgers au poisson	Céleri, Crustacés, Œufs, Poisson, Gluten, Lait, Moutarde, Graines de sésame, Soja	331	13	2,6	4,8	10,9	1,5	11	Oui
2000000017899	Grand Double Cheese	Pain spécial, steaks hachés, fromage fondu, oignons, moutarde, ketchup	258 g	Carton	McDonald's	Sandwichs, Cheeseburgers	Gluten, Lait, Moutarde, Graines de sésame, Anhydride sulfureux et sulfites	NA	NA	NA	NA	NA	NA	NA	Oui
2000000003758	Royal Bacon	Pain spécial, steak haché, bacon, fromage fondu, cornichon, oignon, moutarde, ketchup	197 g	Carton	McDonald's	Sandwichs, Hamburgers	Gluten, Lait, Moutarde, Graines de sésame	NA	13	6,1	4,1	17	0,81	11	Oui
2000000121163	McBaguette	Sandwich avec steak haché et moutarde à l'ancienne	244 g	Carton	McDonald's	Sandwichs, Hamburgers, Hamburgers de fast food	NA	285	14	5,1	1,3	14	1,2	12	Oui
2000000025785	LE BIG TASTY™	NA	340.7 g	Carton	McDonald's	Sandwichs, Hamburgers	Œufs, Gluten, Lait, Graines de sésame	828	50	20	10	44	3,7	11	Oui
2000000132298	Chicken Mayo	sandwich au poulet	NA	NA	McDonald's	Sandwichs	NA	266	13	2,1	3,6	8,6	1,1	3	Oui
2000000132217	Chicken Big Tasty	NA	1 sandwich	NA	McDonald's	Sandwichs, Burger au poulet	NA	NA	13	3,8	3,1	9,5	1,3	10	Oui
24	McDonald's	NA	NA	NA	McDonald's	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
4006824000345	Tomato Ketchup	NA	NA	NA	McDonald's	en:groceries, Sauces, Sauces tomate, Ketchup, Ketchup de tomate	NA	125	0,4	0,1	18,9	1,6	2	13	Non
2000000110659	McWrap Indian Veggie	NA	NA	NA	McDonald's	Sandwichs, Wraps	Œufs, Gluten, Lait, Anhydride sulfureux et sulfites	443	19	4	5	11	2,5	3	Oui
2000000116388	LE McWRAP™ NEW YORK & POULET BACON	NA	257.9 g	NA	McDonald's	Sandwichs, Wraps	Œufs, Gluten, Lait, Moutarde	606	31	7	4,9	28	2,1	1	Oui
2000000116390	LE DONUT NATURE	NA	65 g	NA	McDonald's	Biscuits et gâteaux, Gâteaux, Donuts, Donuts nature saupoudrés de sucre	Œufs, Gluten, Lait, Fruits à coque, Soja	287	17	8	10	4	0,4	19	Non
4006824002998	Tomato Ketchup	NA	NA	NA	McDonald's	en:groceries, Sauces, Sauces tomate, Ketchup, Ketchup de tomate	NA	125	0,4	0,1	18,9	1,6	2	13	Non
2000000116399	LA SAUCE POMMES-FRITES	NA	14 ml	NA	McDonald's	en:groceries, Sauces	Lait, Moutarde	27	2,2	0,1	1,1	0,1	0,3	12	Non
2000000116398	LA SAUCE CLASSIC BARBECUE	NA	25 ml	NA	McDonald's	en:groceries, Sauces, Sauces barbecue	Céleri, Moutarde	40	0	0	9	0	0,7	18	Non
2000000116396	LA VEGGIE PASTA & MOZZA	NA	271 g	NA	McDonald's	Plats préparés, Plats à base de pâtes, en:salads, Salades composées, Salades de pâtes, Salades de pâtes végétariennes	Œufs, Gluten, Lait	244	18	9	1	10	0,3	1	Non
2000000116397	LA TASTY BLUE CHEESE & BACON	NA	296 g	NA	McDonald's	en:salads	Lait, Fruits à coque	431	25	9	12	34	1,9	-1	Non
2000000116394	LA CLASSIC CAESAR	NA	221 g	NA	McDonald's	Plats préparés, en:salads, Salades composées, Salades caesar	Œufs, Gluten, Lait	303	13	7	2	34	1,4	0	Non
2000000116393	LES P'TITES TOMATES	NA	60 g	NA	McDonald's	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Tomates et dérivés, Tomates, Tomates cerise	NA	20	0,5	0	1,8	0,5	0,02	-6	Non
2000000116392	LE MUFFIN AUX MYRTILLES	NA	127 g	NA	McDonald's	Biscuits et gâteaux, Gâteaux, Muffins, Muffins aux fruits, Muffins aux myrtilles	Œufs, Gluten, Lait, Soja	480	22	11	35	6,1	1,1	21	Non
2000000116391	LE DONUT CONFETTI	NA	57.2 g	NA	McDonald's	Biscuits et gâteaux, Gâteaux, Donuts	Gluten, Lait, Soja	245	15	8	13	4	0,7	24	Non
2000000116389	LE McWRAP™ VEGGIE	NA	229.1 g	NA	McDonald's	Sandwichs, Wraps	Céleri, Œufs, Gluten, Lait, Moutarde, Graines de sésame, Soja	610	34	8	9	14	2,2	7	Oui
9387949318313	LE BIG MAC™	NA	216.7	NA	McDonald's	NA	Œufs, Gluten, Lait, Moutarde, Graines de sésame, Anhydride sulfureux et sulfites	503	25	9,7	8,5	26	2,2	NA	Non
2000000116378	LE TRIPLE CHEESBURGER BACON	NA	229 g	NA	McDonald's	Sandwichs, Hamburgers, Hamburgers de fast food	Gluten, Lait, Moutarde, Graines de sésame, Anhydride sulfureux et sulfites	630	38	19	8,9	40	3,3	17	Oui
2000000116377	LE TRIPLE CHEESEBURGER	NA	223 g	NA	McDonald's	Sandwichs, Hamburgers, Hamburgers de fast food	Gluten, Lait, Moutarde, Graines de sésame, Anhydride sulfureux et sulfites	590	34	18	8	38	3,2	17	Oui
2000000116376	McFIRST™ BŒUF	NA	170 g	NA	McDonald's	Sandwichs, Hamburgers, Hamburgers de fast food	Œufs, Gluten, Lait, Graines de sésame	366	16	6	10	17	1,8	4	Oui
2000000116374	LE P'TIT RANCH	NA	128 g	NA	McDonald's	Sandwichs, Wraps	Œufs, Gluten, Lait	315	14	3	2	12	1,8	10	Oui
2000000116375	LE P'TIT WRAP CHÈVRE	NA	142.1 g	NA	McDonald's	Sandwichs, Wraps	Céleri, Œufs, Gluten, Lait, Moutarde, Soja	361	23	9	3	14	1,9	13	Oui
2000000116373	LE McMUFFIN™ EGG & BACON	NA	141 g	NA	McDonald's	NA	Œufs, Gluten, Lait	297	13	5	3	18	1,5	NA	Non
2000000116372	LE McMUFFIN™ EGG & CHEESE	NA	134 g	NA	McDonald's	NA	Œufs, Gluten, Lait	271	11	5	3	16	1,3	NA	Non
2000000116334	LA SAUCE BIG MAC	SAUCE BIG MAC	25 ml	NA	McDonald's	en:groceries, Sauces, Sauces burger	Œufs, Moutarde	61	5	0	3	0	0,2	8	Non
2000000116331	LE P'TIT FONDU	NA	113 g	NA	McDonald's	NA	Œufs, Gluten, Lait	186	14	6	2	11	1	NA	Non
80767476	Croque macdo	NA	NA	NA	McDonald's	NA	NA	258	9	5	5	6	1	NA	Non
4006824004077	Tomato ketchup mcdonalds	NA	NA	NA	McDonald's	en:groceries, Sauces, Sauces tomate, Ketchup	NA	529	0,4	0,1	18,9	1,6	2	16	Non
2000000058789	Ptit Italien	NA	NA	NA	McDonald's	Sandwichs, Hamburgers	NA	232	10	4,8	4	13	4,3	15	Oui
2000000058441	Boîte à picorer	NA	NA	21	McDonald's	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
2000000003755	Liste des produits Mcdonald's	NA	NA	NA	McDonald's	NA	NA	NA	NA	NA	NA	NA	NA	NA	Non
